Obs,ItemKey,ItemName,ItemHdr,XpressfeedMnemonic,ItemNameType,ItemType,ItemDesc,ItemLongDesc,DefaultKeyset,DefaultKeysetTag,FileDimKey,FileTag,ItemSeqNum,CalendarType,CalendarFreq,SASDataType,SASFieldSize,SASFormat,ItemHasDataFlg,ItemDensityFlg,ItemActiveFlg
4229,4229,PTBL,PTBL,PTBL,AM,IT,Premiums - Total (Business Line),PTBL: Premiums - Total (Business Line) (Refer to your Compustat documentation for item definitions),4,FS,39,IS_ANN_FS,196,F,ANNUAL,1,8,14.4,Y,Y,N
4230,4230,PTRAN,PTRAN,PTRAN,AM,IT,Principal Transactions,PTRAN: Principal Transactions (Refer to your Compustat documentation for item definitions),4,FS,39,IS_ANN_FS,197,F,ANNUAL,1,8,14.4,Y,Y,Y
4231,4231,PTRAN_DC,PTRAN_DC,PTRAN_DC,AM,DC,Principal Transactions DC,PTRAN_DC: Principal Transactions Data Code (Refer to your Compustat documentation for item definitions),4,FS,39,IS_ANN_FS,198,F,ANNUAL,2,1,$1.,Y,Y,N
4232,4232,PVCL,PVCL,PVCL,AM,IT,Provision - Credit Losses (Balance Sheet),PVCL: Provision - Credit Losses (Balance Sheet) (Refer to your Compustat documentation for item definitions),4,FS,4,BAL_ANN_FS,208,F,ANNUAL,1,8,14.4,Y,Y,Y
4233,4233,PVCL_FN,PVCL_FN,PVCL_FN,AM,FN,Provision - Credit Losses (Balance Sheet) FN,PVCL_FN: Provision - Credit Losses (Balance Sheet) Footnote (Refer to your Compustat documentation for item definitions),4,FS,4,BAL_ANN_FS,209,F,ANNUAL,2,4,$4.,Y,Y,N
4234,4234,PVO,PVO,PVO,AM,IT,Provision - Other,PVO: Provision - Other (Refer to your Compustat documentation for item definitions),4,FS,4,BAL_ANN_FS,210,F,ANNUAL,1,8,14.4,Y,Y,Y
4235,4235,PVOAQ,PVOAQ,PVOAQ,AM,IT,Provision for Other Assets,PVOAQ: Provision for Other Assets (Refer to your Compustat documentation for item definitions),2100,BSTD,8,BNK_QTR,179,F,QUARTERLY,1,8,14.4,Y,Y,Y
4236,4236,PVOAQ_DC,PVOAQ_DC,PVOAQ_DC,AM,DC,Provision for Other Assets DC,PVOAQ_DC: Provision for Other Assets Data Code (Refer to your Compustat documentation for item definitions),2100,BSTD,8,BNK_QTR,180,F,QUARTERLY,2,1,$1.,Y,Y,Y
4237,4237,PVOAY,PVOAY,PVOAY,AM,IT,Provision for Other Assets,PVOAY: Provision for Other Assets (Refer to your Compustat documentation for item definitions),2100,BSTD,9,BNK_YTD,121,F,YTD,1,8,14.4,Y,Y,Y
4238,4238,PVOAY_DC,PVOAY_DC,PVOAY_DC,AM,DC,Provision for Other Assets DC,PVOAY_DC: Provision for Other Assets Data Code (Refer to your Compustat documentation for item definitions),2100,BSTD,9,BNK_YTD,122,F,YTD,2,1,$1.,Y,Y,Y
4239,4239,PVON,PVON,PVON,AM,IT,Provisions - Other (Net),PVON: Provisions - Other (Net) (Refer to your Compustat documentation for item definitions),4,FS,39,IS_ANN_FS,199,F,ANNUAL,1,8,14.4,Y,Y,Y
4240,4240,PVON_DC,PVON_DC,PVON_DC,AM,DC,Provisions - Other (Net) DC,PVON_DC: Provisions - Other (Net) Data Code (Refer to your Compustat documentation for item definitions),4,FS,39,IS_ANN_FS,200,F,ANNUAL,2,1,$1.,Y,Y,N
4241,4241,PVPL,PVPL,PVPL,AM,IT,Provision - Pension Liabilities,PVPL: Provision - Pension Liabilities (Refer to your Compustat documentation for item definitions),1,STD,67,PN_ANN,184,F,ANNUAL,1,8,14.4,Y,Y,Y
4242,4242,PVPL_DC,PVPL_DC,PVPL_DC,AM,DC,Provision - Pension Liabilities DC,PVPL_DC: Provision - Pension Liabilities Data Code (Refer to your Compustat documentation for item definitions),1,STD,67,PN_ANN,185,F,ANNUAL,2,1,$1.,Y,Y,N
4243,4243,PVT,PVT,PVT,AM,IT,Provisions - Total,PVT: Provisions - Total (Refer to your Compustat documentation for item definitions),4,FS,4,BAL_ANN_FS,211,F,ANNUAL,1,8,14.4,Y,Y,Y
4244,4244,PVT_DC,PVT_DC,PVT_DC,AM,DC,Provisions - Total DC,PVT_DC: Provisions - Total Data Code (Refer to your Compustat documentation for item definitions),4,FS,4,BAL_ANN_FS,212,F,ANNUAL,2,1,$1.,Y,Y,N
4245,4245,PWOI,PWOI,PWOI,AM,IT,Premiums Written - Other,PWOI: Premiums Written - Other (Refer to your Compustat documentation for item definitions),4,FS,39,IS_ANN_FS,201,F,ANNUAL,1,8,14.4,Y,Y,N
4246,4246,PWOI_DC,PWOI_DC,PWOI_DC,AM,DC,Premiums Written - Other DC,PWOI_DC: Premiums Written - Other Data Code (Refer to your Compustat documentation for item definitions),4,FS,39,IS_ANN_FS,202,F,ANNUAL,2,1,$1.,Y,Y,N
4247,4247,QTRLYDATACODENAME,QTRLYDATACODENAME,Metadata,MD,MD,Quarterly Data Code Name,Not in Compustat documentation,-1,DNE,-1,ITEMREL,9,N,N/A,2,24,$24.,Y,Y,Y
4248,4248,QTRLYFOOTNOTENAME,QTRLYFOOTNOTENAME,Metadata,MD,MD,Quartelrly Footnote Name,Not in Compustat documentation,-1,DNE,-1,ITEMREL,8,N,N/A,2,24,$24.,Y,Y,Y
4249,4249,QTRLYITEMNAME,QTRLYITEMNAME,Metadata,MD,MD,Quarterly Item Name,Not in Compustat documentation,-1,DNE,-1,ITEMREL,7,N,N/A,2,24,$24.,Y,Y,Y
4250,4250,RADP,RADP,RADP,AM,IT,Reinsurance Assets - Deposits & Other (Insurance),RADP: Reinsurance Assets - Deposits and Other (Insurance) (Refer to your Compustat documentation for item definitions),4,FS,4,BAL_ANN_FS,213,F,ANNUAL,1,8,14.4,Y,Y,Y
4251,4251,RAGR,RAGR,RAGR,AM,IT,Resale Agreements,RAGR: Resale Agreements (Refer to your Compustat documentation for item definitions),4,FS,4,BAL_ANN_FS,214,F,ANNUAL,1,8,14.4,Y,Y,Y
4252,4252,RAGRQ,RAGRQ,RAGRQ,AM,IT,Securities Purchased Under Resale Agreements,RAGRQ: Resale Agreements (Refer to your Compustat documentation for item definitions),2100,BSTD,8,BNK_QTR,181,F,QUARTERLY,1,8,14.4,Y,Y,Y
4253,4253,RAGRQ_DC,RAGRQ_DC,RAGRQ_DC,AM,DC,Securities Purchased Under Resale Agreements DC,RAGRQ_DC: Resale Agreements Data Code (Refer to your Compustat documentation for item definitions),2100,BSTD,8,BNK_QTR,182,F,QUARTERLY,2,1,$1.,Y,Y,N
4254,4254,RAGR_DC,RAGR_DC,RAGR_DC,AM,DC,Resale Agreements DC,RAGR_DC: Resale Agreements Data Code (Refer to your Compustat documentation for item definitions),4,FS,4,BAL_ANN_FS,215,F,ANNUAL,2,1,$1.,Y,Y,N
4255,4255,RAGR_FN,RAGR_FN,RAGR_FN,AM,FN,Resale Agreements FN,RAGR_FN: Resale Agreements Footnote (Refer to your Compustat documentation for item definitions),4,FS,4,BAL_ANN_FS,216,F,ANNUAL,2,4,$4.,Y,Y,N
4256,4256,RARI,RARI,RARI,AM,IT,Reinsurance Assets - Receivable/Debtors (Insurance),RARI: Reinsurance Assets - Receivable/Debtors (Insurance) (Refer to your Compustat documentation for item definitions),4,FS,4,BAL_ANN_FS,217,F,ANNUAL,1,8,14.4,Y,Y,Y
4257,4257,RATI,RATI,RATI,AM,IT,Reinsurance Assets - Total (Insurance),RATI: Reinsurance Assets - Total (Insurance) (Refer to your Compustat documentation for item definitions),4,FS,4,BAL_ANN_FS,218,F,ANNUAL,1,8,14.4,Y,Y,Y
4258,4258,RATI_DC,RATI_DC,RATI_DC,AM,DC,Reinsurance Assets - Total (Insurance) DC,RATI_DC: Reinsurance Assets - Total (Insurance) Data Code (Refer to your Compustat documentation for item definitions),4,FS,4,BAL_ANN_FS,219,F,ANNUAL,2,1,$1.,Y,Y,N
4259,4259,RAWMAT,RAWMAT,RAWMAT,AM,IT,Raw Materials Price Index,RAWMAT: Raw Materials Price Index (Refer to your Compustat documentation for item definitions),1001,CAN,30,ECIND,44,C,MONTHLY,1,8,16.4,Y,Y,Y
4260,4260,RAWPM,RAWPM,RAWPM,AM,SF,Raw Adjustment Factor - Pay Date - Monthly,RAWPM: Raw Adjustment Factor - Pay Date - Monthly (Refer to your Compustat documentation for item definitions),51,I1,92,SEC_MTHSPT,4,C,NOCAL,1,8,14.4,Y,Y,Y
4261,4261,RAWPM_FN1,RAWPM_FN1,RAWPM_FN1,AM,SF,Raw Adjustment Factor - Pay Date - Monthly - FN 1,RAWPM_FN1: Raw Adjustment Factor - Pay Date - Monthly-Footnote 1 (Refer to your Compustat documentation for item definitions),51,I1,91,SEC_MSPTFN,5,C,NOCAL,2,4,$4.,Y,Y,Y
4262,4262,RAWPM_FN2,RAWPM_FN2,RAWPM_FN2,AM,SF,Raw Adjustment Factor - Pay Date - Monthly - FN 2,RAWPM_FN2: Raw Adjustment Factor - Pay Date - Monthly-Footnote 2 (Refer to your Compustat documentation for item definitions),51,I1,91,SEC_MSPTFN,6,C,NOCAL,2,4,$4.,N,N,Y
4263,4263,RAWPM_FN3,RAWPM_FN3,RAWPM_FN3,AM,SF,Raw Adjustment Factor - Pay Date - Monthly - FN 3,RAWPM_FN3: Raw Adjustment Factor - Pay Date - Monthly-Footnote 3 (Refer to your Compustat documentation for item definitions),51,I1,91,SEC_MSPTFN,7,C,NOCAL,2,4,$4.,N,N,Y
4264,4264,RAWPM_FN4,RAWPM_FN4,RAWPM_FN4,AM,SF,Raw Adjustment Factor - Pay Date - Monthly - FN 4,RAWPM_FN4: Raw Adjustment Factor - Pay Date - Monthly-Footnote 4 (Refer to your Compustat documentation for item definitions),51,I1,91,SEC_MSPTFN,8,C,NOCAL,2,4,$4.,N,N,Y
4265,4265,RAWPM_FN5,RAWPM_FN5,RAWPM_FN5,AM,SF,Raw Adjustment Factor - Pay Date - Monthly - FN 5,RAWPM_FN5: Raw Adjustment Factor - Pay Date - Monthly-Footnote 5 (Refer to your Compustat documentation for item definitions),51,I1,91,SEC_MSPTFN,9,C,NOCAL,2,4,$4.,N,N,Y
4266,4266,RAWXM,RAWXM,RAWXM,AM,SF,Raw Adjustment Factor - Ex Date - Monthly,RAWXM: Raw Adjustment Factor - Ex Date - Monthly (Refer to your Compustat documentation for item definitions),51,I1,92,SEC_MTHSPT,5,C,NOCAL,1,8,14.4,Y,Y,Y
4267,4267,RAWXM_FN1,RAWXM_FN1,RAWXM_FN1,AM,SF,Raw Adjustment Factor - Ex Date - Monthly - FN 1,RAWXM_FN1: Raw Adjustment Factor - Ex Date - Monthly -Footnote 1 (Refer to your Compustat documentation for item definitions),51,I1,91,SEC_MSPTFN,10,C,NOCAL,2,4,$4.,Y,Y,Y
4268,4268,RAWXM_FN2,RAWXM_FN2,RAWXM_FN2,AM,SF,Raw Adjustment Factor - Ex Date - Monthly - FN 2,RAWXM_FN2: Raw Adjustment Factor - Ex Date - Monthly -Footnote 2 (Refer to your Compustat documentation for item definitions),51,I1,91,SEC_MSPTFN,11,C,NOCAL,2,4,$4.,N,N,Y
4269,4269,RAWXM_FN3,RAWXM_FN3,RAWXM_FN3,AM,SF,Raw Adjustment Factor - Ex Date - Monthly - FN 3,RAWXM_FN3: Raw Adjustment Factor - Ex Date - Monthly -Footnote 3 (Refer to your Compustat documentation for item definitions),51,I1,91,SEC_MSPTFN,12,C,NOCAL,2,4,$4.,N,N,Y
4270,4270,RAWXM_FN4,RAWXM_FN4,RAWXM_FN4,AM,SF,Raw Adjustment Factor - Ex Date - Monthly - FN 4,RAWXM_FN4: Raw Adjustment Factor - Ex Date - Monthly -Footnote 4 (Refer to your Compustat documentation for item definitions),51,I1,91,SEC_MSPTFN,13,C,NOCAL,2,4,$4.,N,N,Y
4271,4271,RAWXM_FN5,RAWXM_FN5,RAWXM_FN5,AM,SF,Raw Adjustment Factor - Ex Date - Monthly - FN 5,RAWXM_FN5: Raw Adjustment Factor - Ex Date - Monthly -Footnote 5 (Refer to your Compustat documentation for item definitions),51,I1,91,SEC_MSPTFN,14,C,NOCAL,2,4,$4.,N,N,Y
4272,4272,RCA,RCA,RCA,AM,IT,Restructuring Costs After-tax,RCA: Restructuring Costs After-tax (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,276,F,ANNUAL,1,8,14.4,Y,Y,Y
4273,4273,RCAQ,RCAQ,RCAQ,AM,IT,Restructuring Cost After-tax,RCAQ: Restructuring Cost After-tax (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,270,F,QUARTERLY,1,8,14.4,Y,Y,Y
4274,4274,RCAQ_DC,RCAQ_DC,RCAQ_DC,AM,DC,Restructuring Cost After-tax DC,RCAQ_DC: Restructuring Cost After-tax Data Code (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,271,F,QUARTERLY,2,1,$1.,Y,Y,Y
4275,4275,RCAQ_FN,RCAQ_FN,RCAQ_FN,AM,FN,Restructuring Cost After-tax FN,RCAQ_FN: Restructuring Cost After-tax Footnote (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,272,F,QUARTERLY,2,4,$4.,Y,Y,Y
4276,4276,RCASA,RCASA,RCASA,AM,IT,Restructuring Cost After-tax,RCASA: Restructuring Cost After-tax (Refer to your Compustat documentation for item definitions),1,STD,94,CCM_ALL_SA,200,F,SEMIANN,1,8,14.4,Y,Y,Y
4277,4277,RCASA_DC,RCASA_DC,RCASA_DC,AM,DC,Restructuring Cost After-tax DC,RCASA_DC: Restructuring Cost After-tax Data Code (Refer to your Compustat documentation for item definitions),1,STD,94,CCM_ALL_SA,201,F,SEMIANN,2,1,$1.,Y,Y,Y
4278,4278,RCAY,RCAY,RCAY,AM,IT,Restructuring Cost After-tax,RCAY: Restructuring Cost After-tax (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,243,F,YTD,1,8,14.4,Y,Y,Y
4279,4279,RCAY_DC,RCAY_DC,RCAY_DC,AM,DC,Restructuring Cost After-tax DC,RCAY_DC: Restructuring Cost After-tax Data Code (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,244,F,YTD,2,1,$1.,Y,Y,Y
4280,4280,RCAY_FN,RCAY_FN,RCAY_FN,AM,FN,Restructuring Cost After-tax FN,RCAY_FN: Restructuring Cost After-tax Footnote (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,245,F,YTD,2,4,$4.,Y,Y,Y
4281,4281,RCA_DC,RCA_DC,RCA_DC,AM,DC,Restructuring Costs After-tax DC,RCA_DC: Restructuring Costs After-tax Data Code (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,277,F,ANNUAL,2,1,$1.,Y,Y,Y
4282,4282,RCA_FN,RCA_FN,RCA_FN,AM,FN,Restructuring Costs After-tax FN,RCA_FN: Restructuring Costs After-tax Footnote (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,278,F,ANNUAL,2,4,$4.,Y,Y,Y
4283,4283,RCD,RCD,RCD,AM,IT,Restructuring Costs Diluted EPS Effect,RCD: Restructuring Costs Diluted EPS Effect (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,279,F,ANNUAL,1,8,14.4,Y,Y,Y
4284,4284,RCDQ,RCDQ,RCDQ,AM,IT,Restructuring Cost Diluted EPS Effect,RCDQ: Restructuring Cost Diluted EPS Effect (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,273,F,QUARTERLY,1,8,14.4,Y,Y,Y
4285,4285,RCDQ_DC,RCDQ_DC,RCDQ_DC,AM,DC,Restructuring Cost Diluted EPS Effect DC,RCDQ_DC: Restructuring Cost Diluted EPS Effect Data Code (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,274,F,QUARTERLY,2,1,$1.,Y,Y,R
4286,4286,RCDQ_FN,RCDQ_FN,RCDQ_FN,AM,FN,Restructuring Cost Diluted EPS Effect FN,RCDQ_FN: Restructuring Cost Diluted EPS Effect Footnote (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,275,F,QUARTERLY,2,4,$4.,Y,Y,Y
4287,4287,RCDSA,RCDSA,RCDSA,AM,IT,Restructuring Cost Diluted EPS Effect,RCDSA: Restructuring Cost Diluted EPS Effect (Refer to your Compustat documentation for item definitions),1,STD,94,CCM_ALL_SA,202,F,SEMIANN,1,8,14.4,Y,Y,Y
4288,4288,RCDSA_DC,RCDSA_DC,RCDSA_DC,AM,DC,Restructuring Cost Diluted EPS Effect DC,RCDSA_DC: Restructuring Cost Diluted EPS Effect Data Code (Refer to your Compustat documentation for item definitions),1,STD,94,CCM_ALL_SA,203,F,SEMIANN,2,1,$1.,Y,Y,N
4289,4289,RCDY,RCDY,RCDY,AM,IT,Restructuring Cost Diluted EPS Effect,RCDY: Restructuring Cost Diluted EPS Effect (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,246,F,YTD,1,8,14.4,Y,Y,Y
4290,4290,RCDY_DC,RCDY_DC,RCDY_DC,AM,DC,Restructuring Cost Diluted EPS Effect DC,RCDY_DC: Restructuring Cost Diluted EPS Effect Data Code (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,247,F,YTD,2,1,$1.,Y,Y,R
4291,4291,RCDY_FN,RCDY_FN,RCDY_FN,AM,FN,Restructuring Cost Diluted EPS Effect FN,RCDY_FN: Restructuring Cost Diluted EPS Effect Footnote (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,248,F,YTD,2,4,$4.,Y,Y,Y
4292,4292,RCD_DC,RCD_DC,RCD_DC,AM,DC,Restructuring Costs Diluted EPS Effect DC,RCD_DC: Restructuring Costs Diluted EPS Effect Data Code (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,280,F,ANNUAL,2,1,$1.,Y,Y,N
4293,4293,RCD_FN,RCD_FN,RCD_FN,AM,FN,Restructuring Costs Diluted EPS Effect FN,RCD_FN: Restructuring Costs Diluted EPS Effect Footnote (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,281,F,ANNUAL,2,4,$4.,Y,Y,Y
4294,4294,RCEPS,RCEPS,RCEPS,AM,IT,Restructuring Costs Basic EPS Effect,RCEPS: Restructuring Costs Basic EPS Effect (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,282,F,ANNUAL,1,8,14.4,Y,Y,Y
4295,4295,RCEPSQ,RCEPSQ,RCEPSQ,AM,IT,Restructuring Cost Basic EPS Effect,RCEPSQ: Restructuring Cost Basic EPS Effect (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,276,F,QUARTERLY,1,8,14.4,Y,Y,Y
4296,4296,RCEPSQ_DC,RCEPSQ_DC,RCEPSQ_DC,AM,DC,Restructuring Cost Basic EPS Effect DC,RCEPSQ_DC: Restructuring Cost Basic EPS Effect Data Code (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,277,F,QUARTERLY,2,1,$1.,Y,Y,Y
4297,4297,RCEPSQ_FN,RCEPSQ_FN,RCEPSQ_FN,AM,FN,Restructuring Cost Basic EPS Effect FN,RCEPSQ_FN: Restructuring Cost Basic EPS Effect Footnote (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,278,F,QUARTERLY,2,4,$4.,Y,Y,Y
4298,4298,RCEPSSA,RCEPSSA,RCEPSSA,AM,IT,Restructuring Cost Basic EPS Effect,RCEPSSA: Restructuring Cost Basic EPS Effect (Refer to your Compustat documentation for item definitions),1,STD,94,CCM_ALL_SA,204,F,SEMIANN,1,8,14.4,Y,Y,Y
4299,4299,RCEPSSA_DC,RCEPSSA_DC,RCEPSSA_DC,AM,DC,Restructuring Cost Basic EPS Effect DC,RCEPSSA_DC: Restructuring Cost Basic EPS Effect Data Code (Refer to your Compustat documentation for item definitions),1,STD,94,CCM_ALL_SA,205,F,SEMIANN,2,1,$1.,Y,Y,N
4300,4300,RCEPSY,RCEPSY,RCEPSY,AM,IT,Restructuring Cost Basic EPS Effect,RCEPSY: Restructuring Cost Basic EPS Effect (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,249,F,YTD,1,8,14.4,Y,Y,Y
4301,4301,RCEPSY_DC,RCEPSY_DC,RCEPSY_DC,AM,DC,Restructuring Cost Basic EPS Effect DC,RCEPSY_DC: Restructuring Cost Basic EPS Effect Data Code (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,250,F,YTD,2,1,$1.,Y,Y,Y
4302,4302,RCEPSY_FN,RCEPSY_FN,RCEPSY_FN,AM,FN,Restructuring Cost Basic EPS Effect FN,RCEPSY_FN: Restructuring Cost Basic EPS Effect Footnote (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,251,F,YTD,2,4,$4.,Y,Y,Y
4303,4303,RCEPS_DC,RCEPS_DC,RCEPS_DC,AM,DC,Restructuring Costs Basic EPS Effect DC,RCEPS_DC: Restructuring Costs Basic EPS Effect Data Code (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,283,F,ANNUAL,2,1,$1.,Y,Y,N
4304,4304,RCEPS_FN,RCEPS_FN,RCEPS_FN,AM,FN,Restructuring Costs Basic EPS Effect FN,RCEPS_FN: Restructuring Costs Basic EPS Effect Footnote (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,284,F,ANNUAL,2,4,$4.,Y,Y,Y
4305,4305,RCL,RCL,RCL,AM,IT,Reserves for Credit Losses (Assets),RCL: Reserves for Credit Losses (Assets) (Refer to your Compustat documentation for item definitions),4,FS,4,BAL_ANN_FS,220,F,ANNUAL,1,8,14.4,Y,Y,Y
4306,4306,RCLQ,RCLQ,RCLQ,AM,IT,Total Allowance for Loan Loss,RCLQ: Reserves for Credit Losses (Assets) (Refer to your Compustat documentation for item definitions),2100,BSTD,8,BNK_QTR,183,F,QUARTERLY,1,8,14.4,Y,Y,Y
4307,4307,RCLQ_DC,RCLQ_DC,RCLQ_DC,AM,DC,Total Allowance for Loan Loss DC,RCLQ_DC: Reserves for Credit Losses (Assets) Data Code (Refer to your Compustat documentation for item definitions),2100,BSTD,8,BNK_QTR,184,F,QUARTERLY,2,1,$1.,Y,Y,N
4308,4308,RCL_DC,RCL_DC,RCL_DC,AM,DC,Reserves for Credit Losses (Assets) DC,RCL_DC: Reserves for Credit Losses (Assets) Data Code (Refer to your Compustat documentation for item definitions),4,FS,4,BAL_ANN_FS,221,F,ANNUAL,2,1,$1.,Y,Y,N
4309,4309,RCL_FN,RCL_FN,RCL_FN,AM,FN,Reserves for Credit Losses (Assets) FN,RCL_FN: Reserves for Credit Losses (Assets) Footnote (Refer to your Compustat documentation for item definitions),4,FS,4,BAL_ANN_FS,222,F,ANNUAL,2,4,$4.,Y,Y,N
4310,4310,RCOCR,RCOCR,RCOCR,AM,IT,Reserves for Contingencies and Other Capital Reserves,RCOCR: Reserves for Contingencies and Other Capital Reserves (Refer to your Compustat documentation for item definitions),2100,BSTD,7,BNK_ANN,201,F,ANNUAL,1,8,14.4,Y,Y,N
4311,4311,RCOCRQ,RCOCRQ,RCOCRQ,AM,IT,Reserves for Contingencies and Other Capital Reserves,RCOCRQ: Reserves for Contingencies and Other Capital Reserves (Refer to your Compustat documentation for item definitions),2100,BSTD,8,BNK_QTR,185,F,QUARTERLY,1,8,14.4,Y,Y,N
4312,4312,RCOCR_DC,RCOCR_DC,RCOCR_DC,AM,DC,Reserves for Contingencies and Other Capital Reserves DC,RCOCR_DC: Reserves for Contingencies and Other Capital Reserves Data Code (Refer to your Compustat documentation for item definitions),2100,BSTD,7,BNK_ANN,202,F,ANNUAL,2,1,$1.,Y,Y,N
4313,4313,RCP,RCP,RCP,AM,IT,Restructuring Costs Pretax,RCP: Restructuring Costs Pretax (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,285,F,ANNUAL,1,8,14.4,Y,Y,Y
4314,4314,RCPQ,RCPQ,RCPQ,AM,IT,Restructuring Cost Pretax,RCPQ: Restructuring Cost Pretax (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,279,F,QUARTERLY,1,8,14.4,Y,Y,Y
4315,4315,RCPQ_DC,RCPQ_DC,RCPQ_DC,AM,DC,Restructuring Cost Pretax DC,RCPQ_DC: Restructuring Cost Pretax Data Code (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,280,F,QUARTERLY,2,1,$1.,Y,Y,Y
4316,4316,RCPQ_FN,RCPQ_FN,RCPQ_FN,AM,FN,Restructuring Cost Pretax FN,RCPQ_FN: Restructuring Cost Pretax Footnote (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,281,F,QUARTERLY,2,4,$4.,Y,Y,N
4317,4317,RCPSA,RCPSA,RCPSA,AM,IT,Restructuring Cost Pretax,RCPSA: Restructuring Cost Pretax (Refer to your Compustat documentation for item definitions),1,STD,94,CCM_ALL_SA,206,F,SEMIANN,1,8,14.4,Y,Y,Y
4318,4318,RCPSA_DC,RCPSA_DC,RCPSA_DC,AM,DC,Restructuring Cost Pretax DC,RCPSA_DC: Restructuring Cost Pretax Data Code (Refer to your Compustat documentation for item definitions),1,STD,94,CCM_ALL_SA,207,F,SEMIANN,2,1,$1.,Y,Y,Y
4319,4319,RCPY,RCPY,RCPY,AM,IT,Restructuring Cost Pretax,RCPY: Restructuring Cost Pretax (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,252,F,YTD,1,8,14.4,Y,Y,Y
4320,4320,RCPY_DC,RCPY_DC,RCPY_DC,AM,DC,Restructuring Cost Pretax DC,RCPY_DC: Restructuring Cost Pretax Data Code (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,253,F,YTD,2,1,$1.,Y,Y,Y
4321,4321,RCPY_FN,RCPY_FN,RCPY_FN,AM,FN,Restructuring Cost Pretax FN,RCPY_FN: Restructuring Cost Pretax Footnote (Refer to your Compustat documentation for item definitions),1,STD,42,IS_YTD,254,F,YTD,2,4,$4.,Y,Y,N
4322,4322,RCP_DC,RCP_DC,RCP_DC,AM,DC,Restructuring Costs Pretax DC,RCP_DC: Restructuring Costs Pretax Data Code (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,286,F,ANNUAL,2,1,$1.,Y,Y,Y
4323,4323,RCP_FN,RCP_FN,RCP_FN,AM,FN,Restructuring Costs Pretax FN,RCP_FN: Restructuring Costs Pretax Footnote (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,287,F,ANNUAL,2,4,$4.,Y,Y,N
4324,4324,RC_CODE,CODE,N/A,FF,FF,Reference Data Character Code - Key Selection,Reference Data Code - Key Selection,-1,DNE,-1,R_CODE,2,,N/A,2,32,$32.,Y,Y,Y
4325,4325,RC_DESCRIPTION,DESCRIPTION,N/A,FF,FF,DESCRIPTION,Not in Compustat documentation,-1,DNE,-1,R_CODE,3,,N/A,2,255,$255.,Y,Y,Y
4326,4326,RC_FILEHEADER,FILEHEADER,N/A,FF,FF,FILEHEADER,Not in Compustat documentation,-1,DNE,-1,R_CODE,4,,N/A,2,24,$24.,Y,Y,Y
4327,4327,RDIP,RDIP,RDIP,AM,IT,In Process R&D Expense,RDIP: In Process R&D Expense (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,288,F,ANNUAL,1,8,14.4,Y,Y,Y
4328,4328,RDIPA,RDIPA,RDIPA,AM,IT,In Process R&D Expense After-tax,RDIPA: In Process R&D Expense After-tax (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,291,F,ANNUAL,1,8,14.4,Y,Y,Y
4329,4329,RDIPAQ,RDIPAQ,RDIPAQ,AM,IT,In Process R&D Expense After-tax,RDIPAQ: In Process R&D Expense After-tax (Refer to your Compustat documentation for item definitions),1,STD,41,IS_QTR,282,F,QUARTERLY,1,8,14.4,Y,Y,Y
